C,lr,momentum,wd,test_acc,test_loss,steps
0.05,0.005,0.9,0.0005,0.287710970464135,1.5356420303698834,937
0.5615384615384615,0.005,0.9,0.0005,0.5622362869198312,1.2274542976532303,937
1.073076923076923,0.005,0.9,0.0005,0.6544040084388185,1.33010171875672,937
1.5846153846153845,0.005,0.9,0.0005,0.6884229957805907,1.3221378415697234,937
2.096153846153846,0.005,0.9,0.0005,0.705168776371308,1.292262827168034,937
2.6076923076923073,0.005,0.9,0.0005,0.7157172995780591,1.2539069580880902,937
3.119230769230769,0.005,0.9,0.0005,0.7262658227848101,1.2184298736385153,937
3.6307692307692303,0.005,0.9,0.0005,0.7274525316455697,1.194073724470058,937
4.142307692307692,0.005,0.9,0.0005,0.7306170886075949,1.165492720744781,937
4.653846153846153,0.005,0.9,0.0005,0.7319356540084389,1.1401532729026638,937
5.165384615384615,0.005,0.9,0.0005,0.7310126582278481,1.1265011675624406,937
5.676923076923076,0.005,0.9,0.0005,0.7295622362869199,1.1142859038295625,937
6.188461538461538,0.005,0.9,0.0005,0.7314082278481012,1.1017001589390798,937
6.699999999999999,0.005,0.9,0.0005,0.7312763713080169,1.0767346293614384,937
7.211538461538461,0.005,0.9,0.0005,0.7296940928270043,1.0572790300418555,937
7.723076923076922,0.005,0.9,0.0005,0.7262658227848101,1.0539631951710342,937
8.234615384615385,0.005,0.9,0.0005,0.7257383966244726,1.0508795254215408,937
8.746153846153845,0.005,0.9,0.0005,0.7249472573839663,1.0434551107606806,937
9.257692307692308,0.005,0.9,0.0005,0.7271888185654009,1.03978269185698,937
9.76923076923077,0.005,0.9,0.0005,0.7191455696202531,1.0353325739943025,937
10.28076923076923,0.005,0.9,0.0005,0.7141350210970464,1.0522197073773494,937
10.792307692307691,0.005,0.9,0.0005,0.7114978902953587,1.0543059680280806,937
11.303846153846154,0.005,0.9,0.0005,0.7089926160337553,1.058497029266277,937
11.815384615384616,0.005,0.9,0.0005,0.7062236286919831,1.0572004684164553,937
12.326923076923077,0.005,0.9,0.0005,0.7053006329113924,1.0687158306439717,937
12.838461538461537,0.005,0.9,0.0005,0.7014767932489452,1.0303716477211016,937
13.35,0.005,0.9,0.0005,0.6977848101265823,1.0392908477833502,937
13.861538461538462,0.005,0.9,0.0005,0.6747099156118144,1.1022278973321875,937
14.373076923076923,0.005,0.9,0.0005,0.6706223628691983,1.1490074705473985,937
14.884615384615383,0.005,0.9,0.0005,0.6791930379746836,1.0901873427352824,937
15.396153846153846,0.005,0.9,0.0005,0.6446466244725738,1.246396224332761,937
15.907692307692308,0.005,0.9,0.0005,0.6464926160337553,1.2260304608928503,937
16.41923076923077,0.005,0.9,0.0005,0.6264504219409283,1.286819730126908,937
16.93076923076923,0.005,0.9,0.0005,0.5944092827004219,1.2849410070648677,937
17.44230769230769,0.005,0.9,0.0005,0.5592035864978903,1.3636757321498565,937
17.953846153846154,0.005,0.9,0.0005,0.5201740506329114,1.4159213887991282,937
18.465384615384615,0.005,0.9,0.0005,0.37130801687763715,1.7875005389064675,937
18.976923076923075,0.005,0.9,0.0005,0.29707278481012656,1.9953829779403622,937
19.48846153846154,0.005,0.9,0.0005,0.2801951476793249,2.051439674594734,937
20.0,0.005,0.9,0.0005,0.26489978902953587,2.15537404460746,937
