sampler,epochs,bs,mini_bs,hparam_mode,hparam_ref_epoch,lr,momentum,wd,C_dagger,sigma_th,sigma_used,mode,steps,test_acc,test_loss
poisson,1,1024,32,per_epoch,1,0.005,0.9,0.0001,17.953846153846154,0.35938681584563503,0.0,clean,48,0.025941506410256412,4.548392694730025
poisson,1,1024,32,per_epoch,1,0.005,0.9,0.0001,17.953846153846154,0.35938681584563503,0.35938681584563503,dp_sigma_1x,48,0.021133814102564104,4.590519394630041
poisson,10,1024,32,per_epoch,1,0.01,0.9,1e-05,17.953846153846154,0.35938681584563503,0.0,clean,480,0.28465544871794873,2.8808132998454266
poisson,10,1024,32,per_epoch,1,0.01,0.9,1e-05,17.953846153846154,0.35938681584563503,0.35938681584563503,dp_sigma_1x,480,0.1555488782051282,3.569817670644858
poisson,25,1024,32,per_epoch,1,0.1,0.9,1e-05,17.953846153846154,0.35938681584563503,0.0,clean,1200,0.3568709935897436,2.4772835775063586
poisson,25,1024,32,per_epoch,1,0.1,0.9,1e-05,17.953846153846154,0.35938681584563503,0.35938681584563503,dp_sigma_1x,1200,0.2194511217948718,3.2798653619411664
