C,lr,momentum,wd,test_acc,test_loss,steps
0.05,0.01,0.9,5e-05,0.2767668776371308,1.5806721916681603,234
0.5615384615384615,0.01,0.9,5e-05,0.4518723628691983,1.2736311248083154,234
1.073076923076923,0.01,0.9,5e-05,0.5367879746835443,1.2032721653769287,234
1.5846153846153845,0.01,0.9,5e-05,0.5845200421940928,1.2267683570898031,234
2.096153846153846,0.01,0.9,5e-05,0.6203850210970464,1.2560489807702317,234
2.6076923076923073,0.01,0.9,5e-05,0.6455696202531646,1.2704673219582199,234
3.119230769230769,0.01,0.9,5e-05,0.6685126582278481,1.2462871411681677,234
3.6307692307692303,0.01,0.9,5e-05,0.6861814345991561,1.2207248586894088,234
4.142307692307692,0.01,0.9,5e-05,0.6962025316455697,1.1916141380489125,234
4.653846153846153,0.01,0.9,5e-05,0.7055643459915611,1.161292089062904,234
5.165384615384615,0.01,0.9,5e-05,0.7130801687763713,1.133758269910571,234
5.676923076923076,0.01,0.9,5e-05,0.7183544303797469,1.1068049762319412,234
6.188461538461538,0.01,0.9,5e-05,0.725870253164557,1.0812925120446248,234
6.699999999999999,0.01,0.9,5e-05,0.7320675105485233,1.0602021515369415,234
7.211538461538461,0.01,0.9,5e-05,0.7337816455696202,1.0409512641812175,234
7.723076923076922,0.01,0.9,5e-05,0.7366824894514767,1.0254276163467375,234
8.234615384615385,0.01,0.9,5e-05,0.7403744725738397,1.0128709438732404,234
8.746153846153845,0.01,0.9,5e-05,0.7412974683544303,1.0003276147922886,234
9.257692307692308,0.01,0.9,5e-05,0.7427478902953587,0.9878941730356418,234
9.76923076923077,0.01,0.9,5e-05,0.7445938818565401,0.9738380576990828,234
10.28076923076923,0.01,0.9,5e-05,0.7488132911392406,0.9586177866921646,234
10.792307692307691,0.01,0.9,5e-05,0.7503955696202531,0.9432036190093318,234
11.303846153846154,0.01,0.9,5e-05,0.7534282700421941,0.9277521730223789,234
11.815384615384616,0.01,0.9,5e-05,0.754746835443038,0.9139633907421731,234
12.326923076923077,0.01,0.9,5e-05,0.7572521097046413,0.905290494173891,234
12.838461538461537,0.01,0.9,5e-05,0.7564609704641351,0.9026806070960524,234
13.35,0.01,0.9,5e-05,0.7536919831223629,0.9026154831743441,234
13.861538461538462,0.01,0.9,5e-05,0.7517141350210971,0.8985939506865754,234
14.373076923076923,0.01,0.9,5e-05,0.7540875527426161,0.8903300235920315,234
14.884615384615383,0.01,0.9,5e-05,0.7577795358649789,0.8812877356628829,234
15.396153846153846,0.01,0.9,5e-05,0.7585706751054853,0.8708564391996287,234
15.907692307692308,0.01,0.9,5e-05,0.7596255274261603,0.8607941545263121,234
16.41923076923077,0.01,0.9,5e-05,0.760548523206751,0.8511164026169837,234
16.93076923076923,0.01,0.9,5e-05,0.7609440928270043,0.8432429364964932,234
17.44230769230769,0.01,0.9,5e-05,0.7619989451476793,0.8351907432079315,234
17.953846153846154,0.01,0.9,5e-05,0.7633175105485233,0.8282872351664531,234
18.465384615384615,0.01,0.9,5e-05,0.7656909282700421,0.8201601020520246,234
18.976923076923075,0.01,0.9,5e-05,0.7670094936708861,0.8151481589184532,234
19.48846153846154,0.01,0.9,5e-05,0.7672732067510548,0.8096350503118732,234
20.0,0.01,0.9,5e-05,0.7691191983122363,0.8027262466995022,234
